label,tweet
fear,Takut kehilangan orang2 yang gw sayang. Dunia ini gak pasti... parah deh
fear,"anjir Rasanya kayak diawasi terus, serem bgt padahal sendiri di rumah 😱 banget"
happy,"yah Hari ini cerah bgt, jalan-jalan bareng bestie tuh emg therapy terbaik 💖 deh"
love,"wkwk Setiap detik mikirin kamu, pengen terus ada di sampingmu. sumpah"
fear,"Sekarang gue kerjaannya cari info, cara ibu yg baru melahirkan buat refreshing. Karna kalo ga refreshing, tubuh ga bisa bohong ga sih? Takutnya drop dan malah ngaruh ke si bayi"
love,"Gak peduli sejauh apapun kamu, rasa ini tetep sama... 💌 bgt deh"
love,"Somi terima oppa apa adanya kok tenang aja :"") mau alay nge drama jungkir balik juga kalo udah sayang mau gimana :"""") "
happy,"wkwk Liat sunset di pantai sambil minum es kelapa, hidup emg indah bgt 😎 please..."
sadness,"yaallah Gw pikir dia serius, ternyata cuma mainin perasaan. Hancur. banget 😭"
anger,Jangan main2 sama hati orang! Lo kira ini lucu? bgttt
anger,btw Gw cape-cape ngerjain eh malah dibilang gak ngapa-ngapain. Emosi jiwa. banget please...
happy,ciee Akhirnyaa lulus juga! Perjuangan panjang bgt tapi worth it! 🎓 parah
anger,ORANG KAYAK LO TUH BENER2 GAK ADA OTAKNYA! BIKIN NAIK DARAH! YAAA
anger,Orang kayak lo tuh bener2 gak ada otaknya! Bikin naik darah! aslii bgttt
happy,Baru aja nonton konser idolaa! Wahh senengnya ampe jingkrak jingkrak 🤩 parah deh
love,1thn aku memang jauh dari mereka Tapi aku tahu bahwa Doa mereka slalu bersamakuu Cinta mereka yang membuatku bertahan di tanah yang jauh dan asing..
happy,"bangun tidur dapet kabar temen diterima kerja aja aku sujud syukur seneng banget. gatau lebay atau apa yak :((( bep, nyari kerja itu, iya, sesusah itu :((( imma proud friend "
fear,"Eh pas seminggu nunggu, pak tiki ngga sampe2 dong:( Aku takut salah nulis alamat. Salah nulis nomer rt/rw bisa nyasar di rumah orang:( Sampe curiga ke tetangga sebelah, katanya doi dikirimin hp tapi gatau dari siapa. Aq parno itu hp hadiah aq:"")"
fear,minum obat kamu jangan sampai sakit ye awas saja kalau besok tidak-masuk
love,"yah Gak peduli sejauh apapun kamu, rasa ini tetep sama... 💌 banget anjirrr"
fear,"Setiap malam gw mimpi buruk, takut bgt kejadian nyata... dong"
sadness,Gak tau kenapa akhir2 ini ngerasa kosong aja... banget 😭
love,"wkwk Gak peduli sejauh apapun kamu, rasa ini tetep sama... 💌"
happy,"yah Hari ini cerah bgt, jalan-jalan bareng bestie tuh emg therapy terbaik 💖 sih deh"
happy,"Hepibesdey canteeeekk [USERNAME] panjang umur, jadi pribadi yang jauh lebih baik, semoga apa yang di cita-citakan terwujud dan langgeng sama [USERNAME]"
sadness,"Gw pikir dia serius, ternyata cuma mainin perasaan. hancur. yaaa 😭"
anger,eh Jangan main2 sama hati orang! Lo kira ini lucu? bgt dong
anger,"yah Bangshaaat emg lo! Udah ngerebut, nyalahin pula! plisss"
happy,BARU AJA NONTON KONSER IDOLAA! WAHH SENENGNYA AMPE JINGKRAK JINGKRAK 🤩 YAAA ANJIRRR
fear,"ciee Gue takut bgt ngadepin hari senin, kerjaan numpuk abis cuti. banget deh"
sadness,GAK TAU KENAPA AKHIR2 INI NGERASA KOSONG AJA... ASLII
fear,"Jd inget gua dulu, pernah di usir dr rumah sama emak,gara gara ngilangin taperwer yg satu set kek sejenis rantang. Semenjak itu gua ga mau lg deket deket sm taperwer mak gua, ngeri di tuduh lg []"
anger,"Wkwk bangshaaat emg lo! udah ngerebut, nyalahin pula! banget"
anger,"klikbca seringkali susah dimaksud termasuk skrg. kalau dijawab Internet saya bermasalah, saya akan bilang itu omong kosong krn saya ga ada masalah buka Website lain."
sadness,ANJIR GAK TAU KENAPA AKHIR2 INI NGERASA KOSONG AJA... YAAA DONG
anger,"Sebel bet sama pak Sekdes, ribuuuut minta dikirimi foto batik... Pas udah dikirim malah ga dibuka -________- 3, 2, 1 Males banget mau buka 47 chat yang lain ???? terlalu banyak ?? [URL]"
sadness,"Air mata ini jatuh tanpa bisa ditahan, sakitnya tuh di hati bukan di badan. kek gitu please..."
happy,ANJIR BARU AJA NONTON KONSER IDOLAA! WAHH SENENGNYA AMPE JINGKRAK JINGKRAK 🤩
anger,anjir Orang kayak lo tuh bener2 gak ada otaknya! Bikin naik darah! yaaa please...
anger,"Bangshaaat emg lo! udah ngerebut, nyalahin pula! kek gitu"
happy,Rakit merakit ...JANGAN LUPA BAHAGIA... #StreetCubEastBorneo #StreetCubBalikpapan #janganlupabahagia #StreetCubKaltim #StreetCubFans #StreetCub_Bpp #StreetCub
love,"ciee Cinta itu sabar, setia, dan tulus. Gw belajar itu dari lo 🥺 bgt"
sadness,Gak tau kenapa akhir2 ini ngerasa kosong aja... bgt
happy,"yaallah Hari ini cerah bgt, jalan-jalan bareng bestie tuh emg therapy terbaik 💖 yaampun"
sadness,bangun tidur langsung disuruh pergi tapi disuruh mandi dulu dan harus nyampe sebelum ashar ya bayangin aja bangun aja jam 3 -_- [URL]
fear,"Nah, td kebelulan setorannya ke bpd rumah sakit karna trauma kejadian di bpd cabang. tp ternyata ketemunya itu satpam kurang ajar. udh ngeper duluan takut ingin ku berlari saja rasanya."
happy,"Panjang umur, murah rezeki dengan silaturrahmi. #BukberMendesa [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [URL]"
happy,wkwk Akhirnyaa lulus juga! Perjuangan panjang bgt tapi worth it! 🎓 aslii
sadness,Kadang ngerasa sendirian di tengah keramaian... sepi bgt rasanya 😔 dong
anger,anjir Jangan main2 sama hati orang! Lo kira ini lucu? aslii
anger,ANJIR GW CAPE-CAPE NGERJAIN EH MALAH DIBILANG GAK NGAPA-NGAPAIN. EMOSI JIWA.
love,"Setiap detik mikirin kamu, pengen terus ada di sampingmu. banget 😭"
sadness,yah Kadang ngerasa sendirian di tengah keramaian... sepi bgt rasanya 😔 sih dong
fear,"Rasanya kayak diawasi terus, serem bgt padahal sendiri di rumah 😱 sih"
fear,"yah Setiap malam gw mimpi buruk, takut bgt kejadian nyata... bgt"
happy,"Yaallah hari ini cerah bgt, jalan-jalan bareng bestie tuh emg therapy terbaik 💖 yaampun"
happy,"Liat sunset di pantai sambil minum es kelapa, hidup emg indah bgt 😎 banget"
love,"yah Cinta itu sabar, setia, dan tulus. Gw belajar itu dari lo 🥺 please..."
anger,dear [USERNAME] [USERNAME] sy kirim dokumen penting dari jkt - sby makanya sy pake YES. kirim senin 4juni seharusnya sampe selasa 5juni. skr sudah hari rabu kenapa belum sampe2 juga? kan bikin esmosi!! sy udah byr lbh pake YES kenapa gak nyampe sehari?!! no resi sy : 011060039617518
anger,ciee Gw cape-cape ngerjain eh malah dibilang gak ngapa-ngapain. Emosi jiwa. bgttt
anger,[USERNAME] Memikirkan Blunder nya... saat bulan puasa kok nuduh [USERNAME] [USERNAME] sudah melahirkan 2 koruptor besar... [URL]
sadness,Kadang ngerasa sendirian di tengah keramaian... sepi bgt rasanya 😔 yaaa sumpah
anger,Orang kayak lo tuh bener2 gak ada otaknya! bikin naik darah! anjirrr
fear,"yaallah Rasanya kayak diawasi terus, serem bgt padahal sendiri di rumah 😱 banget"
happy,YAALLAH AKHIRNYAA LULUS JUGA! PERJUANGAN PANJANG BGT TAPI WORTH IT! 🎓 LOHH
happy,Anjir akhirnyaa lulus juga! perjuangan panjang bgt tapi worth it! 🎓 lohh
sadness,"Air mata ini jatuh tanpa bisa ditahan, sakitnya tuh di hati bukan di badan. plisss"
sadness,"Iya, saya sadar saya tidak dibutuhkan. Saya sadar kemana saya harus pergi. Tapi kenapa setiap saya pergi selalu dicari? Apakah saya hanya diperlukan pada saat dibutuhkan saja?"
happy,Dapet kejutan dari diaa! Sweet bangeeet huhuhu 😍 aslii anjirrr
love,NUNGGUIN CHAT DARI KAMU AJA UDAH BIKIN DEG-DEGAN HEHE 😚 YAAA
happy,"Wkwk liat sunset di pantai sambil minum es kelapa, hidup emg indah bgt 😎 yaaa"
fear,"btw Setiap malam gw mimpi buruk, takut bgt kejadian nyata... bgt anjirrr"
happy,"Terfavorit nih lagu dari album asteriska yg ke 2 judulnya karvanda. Sederhana sih cerita dibalik lagu ini, karvanda adalah nama seseorang yg di suka, tapi yg suka ini nggak tau apakah orang yg di suka ini punya rasa yg sama? [URL]"
sadness,"Aku gatau. Aku ingin menjagamu supaya cukup biaya hidupmu. Tapi aku sudah pada batas ku. Dan aku juga punya kebutuhan. Menurut ku gaya hidupmu tinggi, tidak seharusnya. Aku takut mengingatkanmu"
happy,lagu ini kayaknya lagi hits sangat ! memang enak sih ensenang just give me a reason by p!nk (at kara's rom)
anger,Gw cape-cape ngerjain eh malah dibilang gak ngapa-ngapain. Emosi jiwa. kek gitu
happy,yaallah Baru aja nonton konser idolaa! Wahh senengnya ampe jingkrak jingkrak 🤩 bgt plisss
sadness,"Ada aja ya Yutuber, kesannya review barang, tp kl dia ndak suka sama barang itu ya jadinya jelekin wkwk Tp selalu bilang ""tidak jelekin, pendapat pribadi aja"" Sambil terus ngulang ""silahkan kalo mau beli, saya sih enggak, mending dibelikan (apalah yg kesannya lbh berfaedah)"""
sadness,"Emang Allah Maha Baik. Bahkan ada banyak pelajaran dr hal-hal kecil terjadi. semalem ada yg bilang 'sabar yang pasti ada jalan. Jangan dibawa kalut dulu' Tapi emang dasar imanku masih cetek, bukannya nenangin diri malah sibuk ngeluhin si bapak :("
fear,"anjir Liat berita kriminal tiap hari, bikin parnoan kemana2. sih"
sadness,yaallah Kangen rumah tapi harus kuat ngejar cita2. Sedihh 😢 banget
happy,anjir Dapet kejutan dari diaa! Sweet bangeeet huhuhu 😍 yaampun
fear,"Anjir gue takut bgt ngadepin hari senin, kerjaan numpuk abis cuti."
fear,Aku dulu nemu ig nya dia. Pas dia lg liat camera gitu serem dah. Itu gatau pake softlens atau gimana tapi matanya tuh jd gede bgt
fear,"yah Setiap malam gw mimpi buruk, takut bgt kejadian nyata... yaaa"
sadness,"wkwk Air mata ini jatuh tanpa bisa ditahan, sakitnya tuh di hati bukan di badan. anjirrr"
happy,"Liat sunset di pantai sambil minum es kelapa, hidup emg indah bgt 😎 kek gitu 😭"
love,"GAK PEDULI SEJAUH APAPUN KAMU, RASA INI TETEP SAMA... 💌 BANGET"
love,"Lo emg bukan yang pertama, tapi gw harap lo jadi yang terakhir. please..."
anger,"eh Bangshaaat emg lo! Udah ngerebut, nyalahin pula!"
love,anjir Nungguin chat dari kamu aja udah bikin deg-degan hehe 😚 bgt 😭
anger,Gila lo ya! udah dibilang jangan trus diulangin lagi. kesel bgt 😤 yaampun
sadness,"Udah semingguan ga ada kabar wkwkwkwk Akunya sibuk ngurus rapot sama ijazah anak :""( Terus ga nanya kabarnya dia juga selama seminggu Sahabat macam apa kamu :""("
sadness,yah Gak tau kenapa akhir2 ini ngerasa kosong aja... yaaa
sadness,eh Gak tau kenapa akhir2 ini ngerasa kosong aja...
love,"yaallah Setiap detik mikirin kamu, pengen terus ada di sampingmu. aslii yaampun"
anger,Yaallah orang kayak lo tuh bener2 gak ada otaknya! bikin naik darah!
happy,"Liat sunset di pantai sambil minum es kelapa, hidup emg indah bgt 😎 kek gitu anjirrr"
anger,Niat ingin tidur di awal karna besok pagi anter ibu negara belanja bahan kue terus lagi dan lagi mesti ke capil ektp gue belun kelar udeh mao 2thn maleen
happy,eh Dapet kejutan dari diaa! Sweet bangeeet huhuhu 😍 lohh dong
fear,"yah Setiap malam gw mimpi buruk, takut bgt kejadian nyata... banget"
fear,"Ngeri banget! Nenek ini mendengar ada suara di dalam lantainya, dan waktu dibuka bener-bener bikin kaget nenek dan petugas yang membukanya.. [URL]"
happy,"menyembuhkan sakit tidak mesti pake obat ya kek gini, lagi flu bersin demam order es krim tengah malam. Kalo anak kampus bilang ini sih BM terpenuhi"
sadness,"Mencoba bikin pudding Percobaan 1, salah bikin ternyata yg kubikin jadinya jelly nutrijell Percobaan 2, kubikin berlapis sama jelly ternyata rasanya plain Percobaan 3, bikin berlapis lagi ternyata nyampur karna belum keras. Apa salah dan dosaku sayang :("
happy,"Liat sunset di pantai sambil minum es kelapa, hidup emg indah bgt 😎 parah"
anger,Jangan main2 sama hati orang! Lo kira ini lucu? banget anjirrr
love,btw Nungguin chat dari kamu aja udah bikin deg-degan hehe 😚 bgt
sadness,"Ini kaya gw kapan hari itu, seharian mantengin asian food channel, ngliatin makan sodap2. Ehhh sendirinya makan indomie sama ngemil krupuk gegara malas keluar kos"
anger,btw Jangan main2 sama hati orang! Lo kira ini lucu? yaaa dong
happy,AKHIRNYAA LULUS JUGA! PERJUANGAN PANJANG BGT TAPI WORTH IT! 🎓 BANGET PLISSS
sadness,Kadang ngerasa sendirian di tengah keramaian... sepi bgt rasanya 😔 yaaa 😭
happy,"YAALLAH HARI INI CERAH BGT, JALAN-JALAN BARENG BESTIE TUH EMG THERAPY TERBAIK 💖 YAAMPUN"
sadness,anjir Gak tau kenapa akhir2 ini ngerasa kosong aja... yaaa
anger,Yah gila lo ya! udah dibilang jangan trus diulangin lagi. kesel bgt 😤
happy,Dapet kejutan dari diaa! Sweet bangeeet huhuhu 😍 lohh
happy,BARU AJA NONTON KONSER IDOLAA! WAHH SENENGNYA AMPE JINGKRAK JINGKRAK 🤩
fear,"CIEE LIAT BERITA KRIMINAL TIAP HARI, BIKIN PARNOAN KEMANA2. SIH DEH"
fear,"RASANYA KAYAK DIAWASI TERUS, SEREM BGT PADAHAL SENDIRI DI RUMAH 😱 PARAH"
anger,Gila lo ya! udah dibilang jangan trus diulangin lagi. kesel bgt 😤 banget deh
fear,btw Takut kehilangan orang2 yang gw sayang. Dunia ini gak pasti... parah please...
fear,ciee Takut kehilangan orang2 yang gw sayang. Dunia ini gak pasti... anjirrr
happy,"yah Hari ini cerah bgt, jalan-jalan bareng bestie tuh emg therapy terbaik 💖 sih"
happy,"ciee Liat sunset di pantai sambil minum es kelapa, hidup emg indah bgt 😎 sumpah"
anger,Gw cape-cape ngerjain eh malah dibilang gak ngapa-ngapain. Emosi jiwa. yaaa 😭
sadness,Eh gak tau kenapa akhir2 ini ngerasa kosong aja... yaaa
anger,eh Jangan main2 sama hati orang! Lo kira ini lucu? banget
fear,TAKUT KEHILANGAN ORANG2 YANG GW SAYANG. DUNIA INI GAK PASTI... SIH
happy,"Sehat selalu buat kita semua, maju terus pantang mundur. Bersemangat lah kawan mari berjuang untuk Indonesia yang lebih baik, Indonesia yang sehat, Indonesia Kuat, salam Sehat dari Puskesmas SUM , Halmahera Selatan. [USERNAME] terus maju [USERNAME]"
sadness,yaallah Kangen rumah tapi harus kuat ngejar cita2. Sedihh 😢
anger,[USERNAME] [USERNAME] gk perlu mnta maap juga kalik.. beda perspektif mah wajar.. yg lebay mah ngapus twit neg bkn bela simic jg tp slama vv gk lapor pulisi bhwa dia udh jadi korban pelecehan mah itu msh tetep urusan private mreka bdua di DM gmn awa
love,"Eh gak peduli sejauh apapun kamu, rasa ini tetep sama... 💌 😭"
happy,yaallah Baru aja nonton konser idolaa! Wahh senengnya ampe jingkrak jingkrak 🤩 yaampun
happy,Agak telat ramai nya ya dok... Alhamdulillah sudah paham sejak lama banget jadi geli aja baru pada ramai sekarang hehehe... [URL]
happy,Akhirnyaa lulus juga! Perjuangan panjang bgt tapi worth it! 🎓 kek gitu deh
sadness,"Gw pikir dia serius, ternyata cuma mainin perasaan. Hancur. yaaa deh"
anger,eh Jangan main2 sama hati orang! Lo kira ini lucu? dong
happy,Akhirnyaa lulus juga! perjuangan panjang bgt tapi worth it! 🎓 yaaa yaampun
sadness,Gak tau kenapa akhir2 ini ngerasa kosong aja... lohh please...
anger,Wkwk gila lo ya! udah dibilang jangan trus diulangin lagi. kesel bgt 😤 deh
sadness,"eh Gw pikir dia serius, ternyata cuma mainin perasaan. Hancur. sih"
sadness,"Gw pikir dia serius, ternyata cuma mainin perasaan. Hancur. yaaa plisss"
anger,"Ustad radikal ya radikal tambah lagi disuap itu maunya dia terbukti 1T Rizik cabul dapat setelah kerahkan 212 yg tolol, sekarang pendukungnya cm bisa gigit jari dibodohi imam cabul kabur ke Arab.., makan tuh janji sorga. [URL]"
love,"Cinta itu sabar, setia, dan tulus. Gw belajar itu dari lo 🥺 yaaa"
anger,Orang kayak lo tuh bener2 gak ada otaknya! Bikin naik darah! banget please...
fear,"yaallah Setiap malam gw mimpi buruk, takut bgt kejadian nyata... bgttt"
happy,"HARI INI CERAH BGT, JALAN-JALAN BARENG BESTIE TUH EMG THERAPY TERBAIK 💖 YAAA"
happy,Masalah apapun yg Anda hadapi ga akan membuat Anda walaupun LEMAH/KALAH. Yang jelas masalah membuat pengalaman BERTAMBAH #JanganLupaBersyukur #AlwaysSayAlhamdulillah #Akurapopo
anger,"Bangshaaat emg lo! Udah ngerebut, nyalahin pula! sih"
love,ciee Nungguin chat dari kamu aja udah bikin deg-degan hehe 😚 bgt
fear,"yah Rasanya kayak diawasi terus, serem bgt padahal sendiri di rumah 😱 😭"
sadness,"enggak ada yang salah dengan meminta tolong ke teman, saya bisa sebut normal malah. tapi pertanyaan yg selalu muncul, apakah mereka hanya ingat saya ketika berkaitan dengan apa yang bisa saya lakukan? (ingat kalau lagi butuh bantuan)."
love,"Gak peduli sejauh apapun kamu, rasa ini tetep sama... 💌 deh"
sadness,"REVISI LAGI REVISI LAGI Ya Allah mantap sekaliiii. Emang harus diginiin miyah nih, biar pinter. Biar mau nggarap. Nyari referensi sana sini. Hohoho"
love,"wkwk Lo emg bukan yang pertama, tapi gw harap lo jadi yang terakhir. lohh deh"
happy,"yah Hari ini cerah bgt, jalan-jalan bareng bestie tuh emg therapy terbaik 💖 bgttt"
sadness,"anjir Gw pikir dia serius, ternyata cuma mainin perasaan. Hancur. aslii"
fear,TAKUT KEHILANGAN ORANG2 YANG GW SAYANG. DUNIA INI GAK PASTI... DEH
happy,"Rasanya bagiku cita2 itu perlu diraih, dan aku sedang fokus dan berusaha untuk itu. Trus kenapa gak kerja? Laahh yg nmanya kerja gak mesti hrus ngantor atau absen tiap pagi.."
sadness,"btw Air mata ini jatuh tanpa bisa ditahan, sakitnya tuh di hati bukan di badan. lohh 😭"
fear,anjir Takut kehilangan orang2 yang gw sayang. Dunia ini gak pasti...
sadness,btw Kangen rumah tapi harus kuat ngejar cita2. Sedihh 😢 sih
sadness,Kangen rumah tapi harus kuat ngejar cita2. Sedihh 😢 kek gitu sumpah
sadness,wkwk Kangen rumah tapi harus kuat ngejar cita2. Sedihh 😢 parah sumpah
fear,"btw Liat berita kriminal tiap hari, bikin parnoan kemana2. bgt"
happy,"LIAT SUNSET DI PANTAI SAMBIL MINUM ES KELAPA, HIDUP EMG INDAH BGT 😎 YAAA"
fear,"yah Rasanya kayak diawasi terus, serem bgt padahal sendiri di rumah 😱 banget yaampun"
fear,eh Takut kehilangan orang2 yang gw sayang. Dunia ini gak pasti... bgt
anger,"[USERNAME] [USERNAME] Please jangan bawa nama anak muda bro, kalau masih debat dg pak [USERNAME] tak pakai data apalagi nyinyir. Serasa generasi milenial kurang literatur."
sadness,ciee Gak tau kenapa akhir2 ini ngerasa kosong aja... lohh dong
sadness,"eh Air mata ini jatuh tanpa bisa ditahan, sakitnya tuh di hati bukan di badan. lohh"
happy,"yah Hari ini cerah bgt, jalan-jalan bareng bestie tuh emg therapy terbaik 💖 yaaa"
sadness,"[USERNAME] Kenapa baru sekarang, aku memilih diam lalu berlalu. Kesempatan sudah hilang, di tengah ribuan logika yg ku buang demi kesempatan untukmu"
sadness,btw Gak tau kenapa akhir2 ini ngerasa kosong aja... 😭
sadness,anjir Gak tau kenapa akhir2 ini ngerasa kosong aja... lohh
fear,Takut kehilangan orang2 yang gw sayang. Dunia ini gak pasti... anjirrr
sadness,YAH GAK TAU KENAPA AKHIR2 INI NGERASA KOSONG AJA... BANGET
anger,"Entah kenapa kalau jam segini belum bisa tidur tuh jadi keinget sama masalalu. Dimana orang2 yg menatap gua dgn wajah sinis, dingin, acuh, berasa kek gua yg paling salah. Gua sih bodoamat! Cuma, entah kenapa mau bersikap baik atau suka dengan orang2 itu GAK BISA. #DailySinthaa"
happy,yah Akhirnyaa lulus juga! Perjuangan panjang bgt tapi worth it! 🎓
fear,anjir Takut kehilangan orang2 yang gw sayang. Dunia ini gak pasti... bgttt
happy,Akhirnyaa lulus juga! Perjuangan panjang bgt tapi worth it! 🎓 lohh sumpah
anger,ORANG KAYAK LO TUH BENER2 GAK ADA OTAKNYA! BIKIN NAIK DARAH! PARAH DEH
sadness,wkwk Kadang ngerasa sendirian di tengah keramaian... sepi bgt rasanya 😔 yaaa
happy,"[USERNAME] [USERNAME] Terima kaaih pak Kwik,, itu juga pemikiran sy secara pribadi, trm ksh sdh d'sampaikan pd forum. Dan bgitu jg hal'y dg yg d'sAmpaikn oleh ibu sarumpait."
anger,Gila lo ya! Udah dibilang jangan trus diulangin lagi. Kesel bgt 😤 bgt please...
happy,Dapet kejutan dari diaa! Sweet bangeeet huhuhu 😍 sih bgttt
love,yah Nungguin chat dari kamu aja udah bikin deg-degan hehe 😚 lohh yaampun
happy,"eh Liat sunset di pantai sambil minum es kelapa, hidup emg indah bgt 😎 banget"
happy,"wkwk Liat sunset di pantai sambil minum es kelapa, hidup emg indah bgt 😎 deh"
sadness,ciee Kangen rumah tapi harus kuat ngejar cita2. Sedihh 😢 plisss
anger,eh Jangan main2 sama hati orang! Lo kira ini lucu? lohh
happy,Akhirnyaa lulus juga! Perjuangan panjang bgt tapi worth it! 🎓 banget plisss
happy,"Yaallah hari ini cerah bgt, jalan-jalan bareng bestie tuh emg therapy terbaik 💖 sih"
love,"Wkwk gak peduli sejauh apapun kamu, rasa ini tetep sama... 💌 yaaa"
happy,btw Akhirnyaa lulus juga! Perjuangan panjang bgt tapi worth it! 🎓 kek gitu
happy,"Liat sunset di pantai sambil minum es kelapa, hidup emg indah bgt 😎 bgt anjirrr"
anger,Yah jangan main2 sama hati orang! lo kira ini lucu? sih sumpah
happy,"Hari ini cerah bgt, jalan-jalan bareng bestie tuh emg therapy terbaik 💖 banget 😭"
anger,"ya karena ngga kuat, dan ngerasa ""jijik"" udah digituin aku milih tutup akun. marah ? banget. akhirnya cuman bisa ngomel2 ke temen2 deket. tersinggung ? pasti sudah jelas. tp resiko pake ask fm anon bisa mbacot sakarepe :))"
anger,eh Jangan main2 sama hati orang! Lo kira ini lucu? deh
happy,"wkwk Hari ini cerah bgt, jalan-jalan bareng bestie tuh emg therapy terbaik 💖 yaaa"
fear,ciee Takut kehilangan orang2 yang gw sayang. Dunia ini gak pasti... plisss
fear,"Harap diperjelas Pak Ketua [USERNAME] agar masyarakat paham, mana atau apa kriteria gratifikasi lebaran yg dilarang itu & dimasyarakatkan kriteria itu...?"
love,anjir Nungguin chat dari kamu aja udah bikin deg-degan hehe 😚 aslii
fear,"anjir Gue takut bgt ngadepin hari senin, kerjaan numpuk abis cuti. 😭"
love,"anjir Cinta itu sabar, setia, dan tulus. Gw belajar itu dari lo 🥺 plisss"
happy,yah Baru aja nonton konser idolaa! Wahh senengnya ampe jingkrak jingkrak 🤩 bgt
happy,wkwk Akhirnyaa lulus juga! Perjuangan panjang bgt tapi worth it! 🎓 parah bgttt
happy,BARU AJA NONTON KONSER IDOLAA! WAHH SENENGNYA AMPE JINGKRAK JINGKRAK 🤩 BANGET
sadness,"yah Gw pikir dia serius, ternyata cuma mainin perasaan. Hancur."
anger,ORANG KAYAK LO TUH BENER2 GAK ADA OTAKNYA! BIKIN NAIK DARAH! SIH PLEASE...
love,"yah Cinta itu sabar, setia, dan tulus. Gw belajar itu dari lo 🥺 dong"
sadness,"btw Gw pikir dia serius, ternyata cuma mainin perasaan. Hancur. yaaa sumpah"
happy,"Ciee liat sunset di pantai sambil minum es kelapa, hidup emg indah bgt 😎 please..."
anger,wkwk Jangan main2 sama hati orang! Lo kira ini lucu? banget
anger,GW CAPE-CAPE NGERJAIN EH MALAH DIBILANG GAK NGAPA-NGAPAIN. EMOSI JIWA. BGT
anger,Gw cape-cape ngerjain eh malah dibilang gak ngapa-ngapain. emosi jiwa. yaaa sumpah
love,"Ciee setiap detik mikirin kamu, pengen terus ada di sampingmu. lohh"
happy,"Setelah seharian tanpa kabar, si Bapak tau2 malem2 telpon cuman buat ngecek udah tidur apa belum. Ngobrol ketawa2 sejam trus pamit tidur. Padahal tadi nomornya udah gue block trus gue unblock gara2 gak tega."
anger,"Bangshaaat emg lo! Udah ngerebut, nyalahin pula! bgt dong"
sadness,"Wkwk gw pikir dia serius, ternyata cuma mainin perasaan. hancur. sih"
fear,"Yah rasanya kayak diawasi terus, serem bgt padahal sendiri di rumah 😱 yaaa dong"
happy,Baru aja nonton konser idolaa! wahh senengnya ampe jingkrak jingkrak 🤩 sih yaampun
sadness,btw Kadang ngerasa sendirian di tengah keramaian... sepi bgt rasanya 😔 sih 😭
sadness,wkwk Kadang ngerasa sendirian di tengah keramaian... sepi bgt rasanya 😔 yaaa bgttt
happy,"LIAT SUNSET DI PANTAI SAMBIL MINUM ES KELAPA, HIDUP EMG INDAH BGT 😎 ASLII"
happy,"ANJIR LIAT SUNSET DI PANTAI SAMBIL MINUM ES KELAPA, HIDUP EMG INDAH BGT 😎"
anger,"[USERNAME] Karena mereka memegang peraturan, yang kebanyakan nasabah tidak mengetahuinya. Kesel sih. Dulu pernah gagal klaim asuransi AXA Mandiri 2x juga gara-gara ada klausul yang menurut saya sedikit aneh."
anger,ciee Jangan main2 sama hati orang! Lo kira ini lucu? 😭
sadness,Kangen rumah tapi harus kuat ngejar cita2. Sedihh 😢 kek gitu bgttt
sadness,"Gw pikir dia serius, ternyata cuma mainin perasaan. Hancur. please..."
anger,"Orang yg tidak dewasa adalah orang yg membenci mantannya (mantan pacar/suami) Mereka yg membenci mantan adalah yg tidak faham arti cinta dan kasih sayang. Malah gak jarang ada orang yg ngata-ngatain mantannya setan, anjing, babi, dll. Buset, dulu kenapa mau pacaran sama Setan ?"
fear,"YAH GUE TAKUT BGT NGADEPIN HARI SENIN, KERJAAN NUMPUK ABIS CUTI. PLISSS"
love,"Setiap detik mikirin kamu, pengen terus ada di sampingmu. sih please..."
love,"anjir Setiap detik mikirin kamu, pengen terus ada di sampingmu."
anger,Gw cape-cape ngerjain eh malah dibilang gak ngapa-ngapain. Emosi jiwa. banget
fear,[USERNAME] Seperti itulah. Awalnya ngobrol baik. Seolah olah dia emang rp yang baik. Lebih serem yang terselubung dari pada yang terang terangan...
happy,"ciee Hari ini cerah bgt, jalan-jalan bareng bestie tuh emg therapy terbaik 💖"
fear,"Sebelnya kalo udah anxiety tuh tbtb sakit perut, mual, panik, takut, ngerasa sendiri, sedih. Padahal yang gue hadepin bukan apa apa, tapi selalu anxiety duluan knp sih. Cape lho."
love,"Anjir cinta itu sabar, setia, dan tulus. gw belajar itu dari lo 🥺 sih"
happy,eh Dapet kejutan dari diaa! Sweet bangeeet huhuhu 😍 banget
happy,Baru aja nonton konser idolaa! Wahh senengnya ampe jingkrak jingkrak 🤩 sih please...
anger,eh Gila lo ya! Udah dibilang jangan trus diulangin lagi. Kesel bgt 😤 sih
fear,"Wkwk rasanya kayak diawasi terus, serem bgt padahal sendiri di rumah 😱 aslii"
sadness,"WKWK GW PIKIR DIA SERIUS, TERNYATA CUMA MAININ PERASAAN. HANCUR. KEK GITU"
sadness,Kangen rumah tapi harus kuat ngejar cita2. Sedihh 😢 sih please...
happy,DAPET KEJUTAN DARI DIAA! SWEET BANGEEET HUHUHU 😍 SIH
anger,Sudah berjuta kali bong dikasih tau.. Pak Harto hanya kejam : Pki Bandit Rampok Lo keturunan kelompok mana bong??? Hahahahaha
